Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
P0161,APPROVED,Not Applicable,2024-09-06T15:25:26.549000Z,2024-09-06T15:30:18.611000Z,2024-09-06T15:49:05.317000Z,2024-09-06T15:31:53.102041Z,293.0,24,English,31,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0117,APPROVED,Not Applicable,2024-09-06T15:24:56.907000Z,2024-09-06T15:27:25.499000Z,2024-09-06T15:49:05.560000Z,2024-09-06T15:30:10.207198Z,149.0,952,English,22,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0130,APPROVED,Not Applicable,2024-09-06T15:25:09.065000Z,2024-09-06T15:28:06.711000Z,2024-09-06T15:49:05.814000Z,2024-09-06T15:31:02.265281Z,178.0,297,English,24,Female,Mixed,United Kingdom,Canada,Canada,English,No,Unemployed (and job seeking)
P0120,APPROVED,Not Applicable,2024-09-06T15:25:55.942000Z,2024-09-06T15:27:41.542000Z,2024-09-06T15:49:06.068000Z,2024-09-06T15:30:33.532785Z,106.0,450,"English, Spanish",38,Male,White,Colombia,Canada,Canada,English,Yes,Full-Time
P0149,APPROVED,Not Applicable,2024-09-06T15:25:12.568000Z,2024-09-06T15:30:10.838000Z,2024-09-06T15:49:06.320000Z,2024-09-06T15:31:51.545007Z,299.0,47,"English, Tagalog-Filipino",51,Female,Asian,Philippines,Canada,Canada,Tagalog-Filipino,Yes,Unemployed (and job seeking)
P0127,APPROVED,Not Applicable,2024-09-06T15:25:17.579000Z,2024-09-06T15:28:03.552000Z,2024-09-06T15:49:06.564000Z,2024-09-06T15:31:00.775381Z,166.0,748,English,39,Female,Asian,United Arab Emirates,Canada,Canada,English,No,Full-Time
P0151,APPROVED,Not Applicable,2024-09-06T15:25:47.822000Z,2024-09-06T15:30:02.559000Z,2024-09-06T15:49:06.832000Z,2024-09-06T15:31:50.474956Z,255.0,1204,English,34,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0137,APPROVED,Not Applicable,2024-09-06T15:25:40.109000Z,2024-09-06T15:29:04.795000Z,2024-09-06T15:49:07.115000Z,2024-09-06T15:31:35.327133Z,205.0,76,English,55,Female,Mixed,Canada,Canada,Canada,English,Yes,Full-Time
P0136,APPROVED,Not Applicable,2024-09-06T15:26:09.933000Z,2024-09-06T15:29:43.820000Z,2024-09-06T15:49:07.892000Z,2024-09-06T15:31:47.277570Z,214.0,5,"Hindi, English, Urdu, Punjabi",27,Male,Asian,Pakistan,Canada,Pakistan,Urdu,No,Full-Time
P0121,APPROVED,Not Applicable,2024-09-06T15:25:42.976000Z,2024-09-06T15:28:01.463000Z,2024-09-06T15:49:08.144000Z,2024-09-06T15:30:57.958841Z,139.0,49,English,45,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0128,APPROVED,Not Applicable,2024-09-06T15:25:45.825000Z,2024-09-06T15:28:03.749000Z,2024-09-06T15:49:08.412000Z,2024-09-06T15:31:01.006177Z,138.0,158,English,30,Male,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0126,APPROVED,Not Applicable,2024-09-06T15:25:47.459000Z,2024-09-06T15:28:14.423000Z,2024-09-06T15:49:10.208000Z,2024-09-06T15:31:07.198701Z,147.0,1339,English,50,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0141,APPROVED,Not Applicable,2024-09-06T15:26:21.019000Z,2024-09-06T15:29:17.773000Z,2024-09-06T15:49:10.454000Z,2024-09-06T15:31:38.945731Z,177.0,10,"French, English",29,Female,White,United States,Canada,Canada,French,No,Unemployed (and job seeking)
P0147,APPROVED,Not Applicable,2024-09-06T15:26:02.657000Z,2024-09-06T15:31:41.642000Z,2024-09-06T15:49:10.698000Z,2024-09-06T15:32:12.913826Z,339.0,17,English,31,Male,Black,Nigeria,Canada,Nigeria,English,No,Full-Time
P0142,APPROVED,Not Applicable,2024-09-06T15:25:50.565000Z,2024-09-06T15:29:06.093000Z,2024-09-06T15:49:10.954000Z,2024-09-06T15:31:34.276252Z,196.0,119,"Armenian, English, Russian",21,Female,Asian,Armenia,Canada,Armenia,English,Yes,Full-Time
P0205,APPROVED,Not Applicable,2024-09-06T15:28:54.992000Z,2024-09-06T15:33:51.389000Z,2024-09-06T15:49:11.207000Z,2024-09-06T15:33:52.069036Z,297.0,94,"English, Polish",26,Female,White,Poland,Canada,Poland,Polish,No,Full-Time
P0122,APPROVED,Not Applicable,2024-09-06T15:26:22.093000Z,2024-09-06T15:27:53.995000Z,2024-09-06T15:49:11.462000Z,2024-09-06T15:30:48.483214Z,92.0,48,"Arabic, English",24,Male,Black,Canada,Canada,Canada,English,Yes,Full-Time
P0131,APPROVED,Not Applicable,2024-09-06T15:26:18.139000Z,2024-09-06T15:28:08.917000Z,2024-09-06T15:49:11.753000Z,2024-09-06T15:31:04.480147Z,111.0,45,English,26,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0124,APPROVED,Not Applicable,2024-09-06T15:26:14.986000Z,2024-09-06T15:27:59.785000Z,2024-09-06T15:49:12.127000Z,2024-09-06T15:30:54.874458Z,105.0,287,English,22,Male,Black,Canada,Canada,Canada,English,Yes,Part-Time
P0135,APPROVED,Not Applicable,2024-09-06T15:26:34.951000Z,2024-09-06T15:28:51.753000Z,2024-09-06T15:49:12.386000Z,2024-09-06T15:31:31.321135Z,137.0,58,English,22,Male,Asian,Malaysia,Canada,Canada,English,No,Unemployed (and job seeking)
P0154,APPROVED,Not Applicable,2024-09-06T15:26:41.900000Z,2024-09-06T15:29:59.146000Z,2024-09-06T15:49:12.642000Z,2024-09-06T15:31:49.877720Z,198.0,220,"English, French",37,Male,White,Canada,Canada,Canada,French,No,Full-Time
P0150,APPROVED,Not Applicable,2024-09-06T15:26:44.524000Z,2024-09-06T15:29:48.953000Z,2024-09-06T15:49:12.920000Z,2024-09-06T15:31:49.025560Z,185.0,239,English,28,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0170,APPROVED,Not Applicable,2024-09-06T15:27:01.138000Z,2024-09-06T15:31:06.270000Z,2024-09-06T15:49:13.203000Z,2024-09-06T15:32:07.774646Z,246.0,46,English,27,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0139,APPROVED,Not Applicable,2024-09-06T15:27:06.108000Z,2024-09-06T15:29:49.252000Z,2024-09-06T15:49:13.462000Z,2024-09-06T15:31:49.120040Z,164.0,880,English,40,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0212,APPROVED,Not Applicable,2024-09-06T15:27:10.356000Z,2024-09-06T15:34:18.403000Z,2024-09-06T15:49:13.712000Z,2024-09-06T15:34:19.326249Z,429.0,444,English,42,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0143,APPROVED,Not Applicable,2024-09-06T15:27:19.652000Z,2024-09-06T15:29:12.120000Z,2024-09-06T15:49:13.971000Z,2024-09-06T15:31:36.445549Z,113.0,629,English,30,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0140,APPROVED,Not Applicable,2024-09-06T15:27:20.947000Z,2024-09-06T15:29:19.830000Z,2024-09-06T15:49:14.229000Z,2024-09-06T15:31:39.311915Z,119.0,72,"English, Turkish",29,Female,Other,Turkey,Canada,Canada,English,Yes,Due to start a new job within the next month
P0138,APPROVED,Not Applicable,2024-09-06T15:27:21.711000Z,2024-09-06T15:29:07.947000Z,2024-09-06T15:49:14.501000Z,2024-09-06T15:31:35.122017Z,107.0,57,"Arabic, English",27,Male,Mixed,Egypt,Canada,Canada,English,No,Full-Time
P0162,APPROVED,Not Applicable,2024-09-06T15:27:23.479000Z,2024-09-06T15:30:20.449000Z,2024-09-06T15:49:14.761000Z,2024-09-06T15:31:53.048633Z,177.0,58,English,27,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
P0410,APPROVED,Not Applicable,2024-09-06T15:27:20.913000Z,2024-09-06T15:28:26.764000Z,2024-09-06T15:49:15.033000Z,2024-09-06T15:31:15.260322Z,66.0,27,English,68,Male,White,Iran,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0222,APPROVED,Not Applicable,2024-09-06T15:27:31.264000Z,2024-09-06T15:42:32.644000Z,2024-09-06T15:49:15.314000Z,2024-09-06T15:42:45.659136Z,902.0,35,English,36,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0144,APPROVED,Not Applicable,2024-09-06T15:27:30.677000Z,2024-09-06T15:29:12.717000Z,2024-09-06T15:49:15.571000Z,2024-09-06T15:31:36.971563Z,103.0,378,"English, French",27,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0174,APPROVED,Not Applicable,2024-09-06T15:27:34.724000Z,2024-09-06T15:32:11.105000Z,2024-09-06T15:49:15.846000Z,2024-09-06T15:32:16.570976Z,277.0,28,English,60,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0159,APPROVED,Not Applicable,2024-09-06T15:27:42.566000Z,2024-09-06T15:30:14.260000Z,2024-09-06T15:49:16.101000Z,2024-09-06T15:31:52.559889Z,152.0,225,"English, French",32,Female,White,Canada,Canada,Canada,French,No,Unemployed (and job seeking)
P0146,APPROVED,Not Applicable,2024-09-06T15:27:42.022000Z,2024-09-06T15:29:30.670000Z,2024-09-06T15:49:16.398000Z,2024-09-06T15:31:42.295789Z,109.0,12,English,32,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0153,APPROVED,Not Applicable,2024-09-06T15:27:50.283000Z,2024-09-06T15:29:55.455000Z,2024-09-06T15:49:16.663000Z,2024-09-06T15:31:49.994207Z,126.0,129,English,45,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0189,APPROVED,Not Applicable,2024-09-06T15:27:53.365000Z,2024-09-06T15:32:11.017000Z,2024-09-06T15:49:16.940000Z,2024-09-06T15:32:16.418134Z,258.0,5,"Chinese, English",20,Female,Asian,China,Canada,Canada,Mandarin,Yes,Due to start a new job within the next month
P0160,APPROVED,Not Applicable,2024-09-06T15:28:06.645000Z,2024-09-06T15:30:14.227000Z,2024-09-06T15:49:17.191000Z,2024-09-06T15:31:52.528060Z,128.0,25,English,36,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0179,APPROVED,Not Applicable,2024-09-06T15:28:36.309000Z,2024-09-06T15:31:32.681000Z,2024-09-06T15:49:17.445000Z,2024-09-06T15:32:11.997051Z,177.0,58,English,41,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0152,APPROVED,Not Applicable,2024-09-06T15:28:11.422000Z,2024-09-06T15:29:45.458000Z,2024-09-06T15:49:17.703000Z,2024-09-06T15:31:47.423019Z,95.0,58,"English, French",21,Male,Mixed,Canada,Canada,Canada,English,Yes,Full-Time
P0173,APPROVED,Not Applicable,2024-09-06T15:28:12.263000Z,2024-09-06T15:31:05.919000Z,2024-09-06T15:49:17.973000Z,2024-09-06T15:32:06.524457Z,174.0,137,"English, Chinese",36,Female,Asian,China,Canada,China,Chinese,DATA_EXPIRED,DATA_EXPIRED
P0167,APPROVED,Not Applicable,2024-09-06T15:28:08.889000Z,2024-09-06T15:30:25.683000Z,2024-09-06T15:49:18.234000Z,2024-09-06T15:31:54.429881Z,137.0,341,"English, Tamil",33,Male,Asian,Sri Lanka,Canada,Sri Lanka,Other,No,Unemployed (and job seeking)
P0157,APPROVED,Not Applicable,2024-09-06T15:28:15.848000Z,2024-09-06T15:30:10.198000Z,2024-09-06T15:49:18.517000Z,2024-09-06T15:31:51.839908Z,115.0,66,English,45,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0165,APPROVED,Not Applicable,2024-09-06T15:28:17.786000Z,2024-09-06T15:30:36.447000Z,2024-09-06T15:49:18.771000Z,2024-09-06T15:31:55.437761Z,139.0,79,English,30,Female,White,Canada,Canada,Canada,English,No,Other
P0175,APPROVED,Not Applicable,2024-09-06T15:28:48.463000Z,2024-09-06T15:31:05.130000Z,2024-09-06T15:49:19.016000Z,2024-09-06T15:32:06.248297Z,137.0,874,English,30,Male,Asian,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0171,APPROVED,Not Applicable,2024-09-06T15:28:22.954000Z,2024-09-06T15:31:09.304000Z,2024-09-06T15:49:19.348000Z,2024-09-06T15:32:08.048037Z,167.0,99,English,36,Male,DATA_EXPIRED,DATA_EXPIRED,Canada,DATA_EXPIRED,DATA_EXPIRED,DATA_EXPIRED,Full-Time
P0176,APPROVED,Not Applicable,2024-09-06T15:28:20.147000Z,2024-09-06T15:33:08.210000Z,2024-09-06T15:49:19.850000Z,2024-09-06T15:33:09.616420Z,289.0,37,English,49,Male,Other,Canada,Canada,Canada,English,No,Full-Time
P0164,APPROVED,Not Applicable,2024-09-06T15:28:24.548000Z,2024-09-06T15:30:37.795000Z,2024-09-06T15:49:22.991000Z,2024-09-06T15:31:55.466805Z,134.0,283,English,33,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0172,APPROVED,Not Applicable,2024-09-06T15:28:26.801000Z,2024-09-06T15:31:02.281000Z,2024-09-06T15:49:23.267000Z,2024-09-06T15:32:07.178282Z,156.0,631,English,54,Female,Asian,India,Canada,Canada,English,No,Full-Time
P0156,APPROVED,Not Applicable,2024-09-06T15:28:31.178000Z,2024-09-06T15:29:59.617000Z,2024-09-06T15:49:23.529000Z,2024-09-06T15:31:49.869172Z,89.0,60,English,24,Male,Asian,Canada,Canada,Canada,English,Yes,Due to start a new job within the next month
P0178,APPROVED,Not Applicable,2024-09-06T15:28:38.240000Z,2024-09-06T15:31:21.534000Z,2024-09-06T15:49:23.802000Z,2024-09-06T15:32:10.420875Z,164.0,493,English,35,Female,White,Canada,Canada,Canada,English,DATA_EXPIRED,DATA_EXPIRED
P0208,APPROVED,Not Applicable,2024-09-06T15:28:48.090000Z,2024-09-06T15:34:50.807000Z,2024-09-06T15:49:24.080000Z,2024-09-06T15:34:51.549001Z,363.0,145,"English, Other",37,Male,Black,Nigeria,Canada,Canada,English,No,Full-Time
P0163,APPROVED,Not Applicable,2024-09-06T15:28:41.271000Z,2024-09-06T15:30:25.850000Z,2024-09-06T15:49:24.388000Z,2024-09-06T15:31:53.680551Z,105.0,1076,"Armenian, French, English",36,Male,White,Canada,Canada,Canada,Armenian,No,Full-Time
P0192,APPROVED,Not Applicable,2024-09-06T15:28:44.338000Z,2024-09-06T15:32:25.074000Z,2024-09-06T15:49:24.668000Z,2024-09-06T15:32:25.915982Z,221.0,37,"Chinese, English",28,Female,Asian,China,Canada,Canada,Chinese,No,Unemployed (and job seeking)
P0169,APPROVED,Not Applicable,2024-09-06T15:28:56.993000Z,2024-09-06T15:30:40.423000Z,2024-09-06T15:49:24.933000Z,2024-09-06T15:31:55.944107Z,104.0,81,"English, French, Hebrew",24,Female,White,Canada,Canada,Canada,French,Yes,Part-Time
P0180,APPROVED,Not Applicable,2024-09-06T15:28:48.303000Z,2024-09-06T15:31:41.090000Z,2024-09-06T15:49:25.980000Z,2024-09-06T15:32:12.995323Z,173.0,91,"Chinese, English",39,Prefer not to say,Asian,Hong Kong,Canada,Canada,English,No,Full-Time
P0185,APPROVED,Not Applicable,2024-09-06T15:29:11.661000Z,2024-09-06T15:32:07.081000Z,2024-09-06T15:49:26.254000Z,2024-09-06T15:32:16.111966Z,176.0,40,"English, French",27,Male,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0233,APPROVED,Not Applicable,2024-09-06T15:29:01.879000Z,2024-09-06T15:36:00.421000Z,2024-09-06T15:49:26.510000Z,2024-09-06T15:36:01.375888Z,419.0,55,"English, Spanish",50,Female,Other,Colombia,Canada,Colombia,Spanish,No,Part-Time
P0166,APPROVED,Not Applicable,2024-09-06T15:28:51.991000Z,2024-09-06T15:30:26.585000Z,2024-09-06T15:49:26.761000Z,2024-09-06T15:31:54.223174Z,95.0,494,"Vietnamese, English",26,Male,Asian,Canada,Canada,Canada,Vietnamese,No,Full-Time
P0193,APPROVED,Not Applicable,2024-09-06T15:28:58.403000Z,2024-09-06T15:32:37.738000Z,2024-09-06T15:49:27.629000Z,2024-09-06T15:32:38.238161Z,220.0,1189,"Croatian, English, Serbian",45,Male,White,Serbia,Canada,Canada,Serbian,No,Full-Time
P0195,APPROVED,Not Applicable,2024-09-06T15:29:17.542000Z,2024-09-06T15:36:18.219000Z,2024-09-06T15:49:27.882000Z,2024-09-06T15:36:18.795732Z,421.0,85,English,52,Female,Asian,Sri Lanka,Canada,Sri Lanka,Tamil,No,Unemployed (and job seeking)
P0182,APPROVED,Not Applicable,2024-09-06T15:29:07.553000Z,2024-09-06T15:31:35.608000Z,2024-09-06T15:49:28.198000Z,2024-09-06T15:32:12.233080Z,149.0,118,"French, English, Spanish",30,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0177,APPROVED,Not Applicable,2024-09-06T15:29:12.416000Z,2024-09-06T15:31:08.105000Z,2024-09-06T15:49:28.452000Z,2024-09-06T15:32:07.676414Z,116.0,97,"English, Punjabi",25,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0186,APPROVED,Not Applicable,2024-09-06T15:29:20.310000Z,2024-09-06T15:31:59.249000Z,2024-09-06T15:49:28.714000Z,2024-09-06T15:32:15.132248Z,159.0,1472,"Chinese, English",51,Female,Asian,China,Canada,China,Chinese,No,Full-Time
P0181,APPROVED,Not Applicable,2024-09-06T15:29:24.399000Z,2024-09-06T15:31:30.484000Z,2024-09-06T15:49:28.998000Z,2024-09-06T15:32:11.752333Z,127.0,53,English,27,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0183,APPROVED,Not Applicable,2024-09-06T15:29:26.717000Z,2024-09-06T15:31:48.451000Z,2024-09-06T15:49:29.254000Z,2024-09-06T15:32:13.865489Z,142.0,422,English,41,Female,Other,Guyana,Canada,Guyana,English,No,Part-Time
P0202,APPROVED,Not Applicable,2024-09-06T15:29:40.771000Z,2024-09-06T15:33:40.637000Z,2024-09-06T15:49:29.509000Z,2024-09-06T15:33:41.389555Z,240.0,373,"English, French",38,Male,White,Canada,Canada,Canada,French,No,Full-Time
P0184,APPROVED,Not Applicable,2024-09-06T15:29:42.577000Z,2024-09-06T15:32:03.912000Z,2024-09-06T15:49:29.765000Z,2024-09-06T15:32:15.849995Z,142.0,9,English,40,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0188,APPROVED,Not Applicable,2024-09-06T15:29:48.447000Z,2024-09-06T15:32:11.862000Z,2024-09-06T15:49:30.166000Z,2024-09-06T15:32:16.685654Z,144.0,12,English,30,Male,Asian,Canada,Canada,Canada,Cantonese,No,Full-Time
P0235,APPROVED,Not Applicable,2024-09-06T15:29:58.130000Z,2024-09-06T15:36:22.336000Z,2024-09-06T15:49:30.657000Z,2024-09-06T15:36:23.015106Z,385.0,188,English,64,Male,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0214,APPROVED,Not Applicable,2024-09-06T15:30:00.430000Z,2024-09-06T15:34:36.774000Z,2024-09-06T15:49:30.909000Z,2024-09-06T15:34:37.467953Z,277.0,46,"English, Urdu",19,Female,Asian,Canada,Canada,Canada,English,Yes,Part-Time
P0231,APPROVED,Not Applicable,2024-09-06T15:33:20.887000Z,2024-09-06T15:35:48.044000Z,2024-09-06T15:49:31.163000Z,2024-09-06T15:35:48.827893Z,148.0,82,"Portuguese, English",34,Female,White,Brazil,Canada,Brazil,Portuguese,No,Full-Time
P0245,APPROVED,Not Applicable,2024-09-06T15:30:12.265000Z,2024-09-06T15:36:35.712000Z,2024-09-06T15:49:31.462000Z,2024-09-06T15:36:36.250639Z,384.0,358,"English, French",46,Male,White,Canada,Canada,Canada,English,No,Part-Time
P0187,APPROVED,Not Applicable,2024-09-06T15:30:15.889000Z,2024-09-06T15:31:58.240000Z,2024-09-06T15:49:31.727000Z,2024-09-06T15:32:14.970949Z,103.0,53,"English, French",32,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0197,APPROVED,Not Applicable,2024-09-06T15:30:07.587000Z,2024-09-06T15:33:19.024000Z,2024-09-06T15:49:31.991000Z,2024-09-06T15:33:20.059637Z,192.0,4,English,31,Male,Black,Nigeria,Canada,Canada,English,No,Full-Time
P0227,APPROVED,Not Applicable,2024-09-06T15:30:23.332000Z,2024-09-06T15:38:37.192000Z,2024-09-06T15:49:32.307000Z,2024-09-06T15:38:37.846376Z,494.0,154,English,31,Female,Black,Dominica,Canada,Antigua and Barbuda,English,DATA_EXPIRED,DATA_EXPIRED
P0201,APPROVED,Not Applicable,2024-09-06T15:30:30.865000Z,2024-09-06T15:35:09.098000Z,2024-09-06T15:49:32.561000Z,2024-09-06T15:35:09.815674Z,279.0,618,"English, French",63,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0206,APPROVED,Not Applicable,2024-09-06T15:30:35.817000Z,2024-09-06T15:34:04.554000Z,2024-09-06T15:49:32.814000Z,2024-09-06T15:34:05.159148Z,209.0,235,"Arabic, English",30,Female,Other,United States,Canada,Canada,English,No,Full-Time
P0229,APPROVED,Not Applicable,2024-09-06T15:34:00.452000Z,2024-09-06T15:35:28.489000Z,2024-09-06T15:49:33.156000Z,2024-09-06T15:35:29.557747Z,89.0,175,"Chinese, English",36,Male,Asian,China,Canada,China,Chinese,No,Full-Time
P0191,APPROVED,Not Applicable,2024-09-06T15:30:49.378000Z,2024-09-06T15:32:26.790000Z,2024-09-06T15:49:33.539000Z,2024-09-06T15:32:27.515450Z,98.0,293,English,63,Female,White,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0277,APPROVED,Not Applicable,2024-09-06T15:31:40.145000Z,2024-09-06T15:39:24.380000Z,2024-09-06T15:49:33.818000Z,2024-09-06T15:39:26.397674Z,465.0,38,English,22,Male,Black,Nigeria,Canada,Canada,English,No,Full-Time
P0199,APPROVED,Not Applicable,2024-09-06T15:30:53.714000Z,2024-09-06T15:33:25.183000Z,2024-09-06T15:49:34.075000Z,2024-09-06T15:33:25.864181Z,152.0,758,"English, French",41,Male,Asian,Canada,Canada,Canada,English,No,Full-Time
P0194,APPROVED,Not Applicable,2024-09-06T15:30:58.346000Z,2024-09-06T15:34:08.648000Z,2024-09-06T15:49:34.333000Z,2024-09-06T15:34:09.790321Z,191.0,49,"English, Punjabi, Urdu, Hindi",20,Male,Asian,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
P0198,APPROVED,Not Applicable,2024-09-06T15:30:59.602000Z,2024-09-06T15:33:04.364000Z,2024-09-06T15:49:34.599000Z,2024-09-06T15:33:05.418825Z,125.0,406,English,31,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0261,APPROVED,Not Applicable,2024-09-06T15:31:01.902000Z,2024-09-06T15:37:46.429000Z,2024-09-06T15:49:35.041000Z,2024-09-06T16:37:47.756515Z,405.0,58,"Chinese, English, Cantonese, Hakka, Mandarin",56,Male,Asian,China,Canada,Canada,Chinese,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0196,APPROVED,Not Applicable,2024-09-06T15:31:02.955000Z,2024-09-06T15:32:49.712000Z,2024-09-06T15:49:35.293000Z,2024-09-06T15:32:50.522082Z,107.0,57,"Greek, Spanish, English",23,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
P0204,APPROVED,Not Applicable,2024-09-06T15:31:07.514000Z,2024-09-06T15:33:34.529000Z,2024-09-06T15:49:35.550000Z,2024-09-06T15:33:35.469450Z,148.0,83,"English, Chinese",61,Female,Asian,China,Canada,China,Chinese,No,Other
P0239,APPROVED,Not Applicable,2024-09-06T15:31:13.413000Z,2024-09-06T15:36:26.067000Z,2024-09-06T15:49:35.806000Z,2024-09-06T15:36:26.745018Z,313.0,61,"Vietnamese, English",31,Female,Asian,Vietnam,Canada,Vietnam,Vietnamese,No,Unemployed (and job seeking)
P0331,APPROVED,Not Applicable,2024-09-06T15:31:15.534000Z,2024-09-06T15:44:18.571000Z,2024-09-06T15:49:36.093000Z,2024-09-06T15:44:22.814272Z,784.0,110,English,21,Male,Asian,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
P0232,APPROVED,Not Applicable,2024-09-06T15:31:24.443000Z,2024-09-06T15:36:03.576000Z,2024-09-06T15:49:36.361000Z,2024-09-06T15:36:04.203322Z,280.0,20,"English, Vietnamese",38,Female,Asian,Thailand,Canada,Canada,English,No,Part-Time
P0220,APPROVED,Not Applicable,2024-09-06T15:31:24.785000Z,2024-09-06T15:35:09.852000Z,2024-09-06T15:49:36.620000Z,2024-09-06T15:35:10.606343Z,226.0,18,English,39,Female,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
P0213,APPROVED,Not Applicable,2024-09-06T15:31:38.770000Z,2024-09-06T15:34:19.808000Z,2024-09-06T15:49:36.941000Z,2024-09-06T15:34:20.395146Z,162.0,137,English,35,Male,Mixed,Canada,Canada,Canada,English,Yes,Full-Time
P0209,APPROVED,Not Applicable,2024-09-06T15:31:48.668000Z,2024-09-06T15:34:09.125000Z,2024-09-06T15:49:37.205000Z,2024-09-06T15:34:09.693079Z,141.0,34,"English, French",24,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
P0203,APPROVED,Not Applicable,2024-09-06T15:31:35.544000Z,2024-09-06T15:33:26.283000Z,2024-09-06T15:49:37.448000Z,2024-09-06T15:33:27.088063Z,111.0,409,English,39,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0200,APPROVED,Not Applicable,2024-09-06T15:31:42.116000Z,2024-09-06T15:33:05.769000Z,2024-09-06T15:49:37.696000Z,2024-09-06T15:33:06.374719Z,84.0,55,"Arabic, English",18,Male,Other,Canada,Canada,Canada,English,Yes,Part-Time
P0210,APPROVED,Not Applicable,2024-09-06T15:31:44.056000Z,2024-09-06T15:34:04.044000Z,2024-09-06T15:49:37.966000Z,2024-09-06T15:34:04.581626Z,140.0,145,English,45,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0207,APPROVED,Not Applicable,2024-09-06T15:31:47.562000Z,2024-09-06T15:33:58.693000Z,2024-09-06T15:49:38.211000Z,2024-09-06T15:33:59.229963Z,132.0,405,English,38,Female,White,Poland,Canada,Canada,English,No,Full-Time
P0226,APPROVED,Not Applicable,2024-09-06T15:31:59.508000Z,2024-09-06T15:35:22.854000Z,2024-09-06T15:49:38.453000Z,2024-09-06T15:35:23.673288Z,204.0,245,English,61,Male,White,Canada,Canada,Canada,English,No,Full-Time
P0378,APPROVED,Not Applicable,2024-09-06T15:31:55.884000Z,2024-09-06T15:48:29.873000Z,2024-09-06T15:54:55.768000Z,2024-09-06T15:48:37.115027Z,994.0,57,"English, Tamil",26,Female,Asian,India,Canada,India,Tamil,Yes,Full-Time
P0221,APPROVED,Not Applicable,2024-09-06T15:32:00.001000Z,2024-09-06T15:35:09.753000Z,2024-09-06T15:49:38.709000Z,2024-09-06T15:35:10.664583Z,190.0,10,English,55,Female,White,Canada,Canada,Canada,English,No,Full-Time
P0230,APPROVED,Not Applicable,2024-09-06T15:31:55.022000Z,2024-09-06T15:36:18.727000Z,2024-09-06T15:49:38.969000Z,2024-09-06T15:36:19.328448Z,264.0,231,English,63,Female,White,Canada,Canada,Canada,English,No,Part-Time
P0234,APPROVED,Not Applicable,2024-09-06T15:33:00.102000Z,2024-09-06T15:36:06.737000Z,2024-09-06T15:49:39.221000Z,2024-09-06T15:36:07.435725Z,187.0,108,English,33,Male,Black,Nigeria,Canada,Nigeria,English,No,Full-Time
