Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
P0023,APPROVED,Not Applicable,2025-10-04T20:29:01.063000Z,2025-10-04T20:29:51.896000Z,2025-10-05T14:16:11.455000Z,2025-10-04T20:29:54.846686Z,51.0,872,"English, Spanish",27,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking)
P0062,APPROVED,Not Applicable,2025-10-04T20:29:01.428000Z,2025-10-04T20:31:08.395000Z,2025-10-05T14:16:11.794000Z,2025-10-04T20:31:08.845441Z,127.0,129,English,60,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
P0087,APPROVED,Not Applicable,2025-10-04T20:29:02.226000Z,2025-10-04T20:32:16.607000Z,2025-10-05T14:16:12.093000Z,2025-10-04T20:32:18.348599Z,195.0,358,English,32,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,Full-Time
P0086,APPROVED,Not Applicable,2025-10-04T20:29:02.677000Z,2025-10-04T20:31:58.302000Z,2025-10-05T14:16:12.404000Z,2025-10-04T20:31:58.851800Z,176.0,666,English,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
P0091,APPROVED,Not Applicable,2025-10-04T20:29:03.112000Z,2025-10-04T20:33:01.020000Z,2025-10-05T14:16:12.665000Z,2025-10-04T20:33:01.458550Z,238.0,789,English,41,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
P0096,APPROVED,Not Applicable,2025-10-04T20:33:14.254000Z,2025-10-04T20:36:34.834000Z,2025-10-05T14:16:12.910000Z,2025-10-04T20:36:36.041318Z,201.0,298,"Afrikaans, English, French",66,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
P0099,APPROVED,Not Applicable,2025-10-04T20:49:57.745000Z,2025-10-04T20:51:37.403000Z,2025-10-05T14:16:13.201000Z,2025-10-04T20:51:38.057733Z,100.0,2011,"English, Greek",69,Male,White,Greece,Greece,Greece,English,No,Full-Time
P0103,RETURNED,Not Applicable,,,,,,826,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0104,RETURNED,Not Applicable,,,,,,582,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0105,TIMED-OUT,Not Applicable,2025-10-04T20:28:28.350000Z,,,,104944.0,7944,English,34,Male,White,Ireland,United Kingdom,Ireland,English,Yes,Full-Time
P0106,RETURNED,Not Applicable,2025-10-04T20:28:32.314000Z,,,,,190,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
P0107,RETURNED,Not Applicable,2025-10-04T20:41:51.585000Z,,,,,96,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
